flow_duration,flow_packet_count,flow_bytes,flow_syn_ratio,flow_ack_ratio,flow_rst_ratio,flow_fin_ratio,flow_size_mean,flow_size_var,flow_interval_mean,flow_interval_var,host_port_entropy,host_dst_entropy,host_dst_diversity,host_syn_ratio,host_failed_flow_ratio,host_packet_rate,host_interval_mean,host_interval_var,host_packet_size_var,label
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,0.8911692840387769,-0.5407848313896618,-0.33104235544094723,0.0,-0.5725983343138682,2.45253025718347,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,-0.5055918317219447,-0.39641248358604597,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,0
3.020761493398643,2.2525498608670125,1.8708189469928325,1.2471160397353425,3.020761493398643,0.0,-0.5725983343138682,0.1616164914124197,0.0,3.211555677631249,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,0.9065784568807285,-0.39641248358604597,1.4645188438851127,-0.8433063504050211,-0.1118033988767886,0.0,0
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,0.16806105498206422,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,-0.4973038347186752,0.749362159313848,-0.1118033988767886,0.0,1
-0.3310423554409471,-0.31726054378408625,-0.19160139606833712,2.1410664752978446,-0.33104235544094723,0.0,-0.5725983343138682,0.1616164914124197,0.0,-0.3229009784574897,-0.11180339887498948,-1.270001270001905,-0.45711620391383745,-0.45711620391383756,2.3187487454834015,2.5226248955475654,1.4645163492993698,-1.9050836692330597,-0.1118033988767886,0.0,1
